qpu,n,shots_per_circuit,circuits,total_shots,task_rate_dollars,shot_rate_dollars,cost_dollars,within_20_dollar_cap,classical_bound,quantum_bound,ideal_quantum_advantage,readout_e0,readout_e1,readout_source,delta_mode,predicted_delta,expected_win_rate,margin_above_classical,physics_possible,certification_power,certification_power_percent,expected_p_value,passes_3sigma_at_expectation
emerald,7,20,14,280,0.3,0.0016,4.648,True,0.9285714285714286,0.9874639560909119,0.05889252751948326,0.0013,0.028,"our probe, 2026-08-20; e1 includes prep error",published,0.028146904895262836,0.959317051195649,0.030745622624220426,True,0.11463795653753306,11.463795653753305,0.01806800343064281,False
emerald,7,30,14,420,0.3,0.0016,4.872,True,0.9285714285714286,0.9874639560909119,0.05889252751948326,0.0013,0.028,"our probe, 2026-08-20; e1 includes prep error",published,0.028146904895262836,0.959317051195649,0.030745622624220426,True,0.2688852570453166,26.888525704531656,0.0057738028666047955,False
emerald,7,40,14,560,0.3,0.0016,5.096,True,0.9285714285714286,0.9874639560909119,0.05889252751948326,0.0013,0.028,"our probe, 2026-08-20; e1 includes prep error",published,0.028146904895262836,0.959317051195649,0.030745622624220426,True,0.48901620163211346,48.90162016321135,0.001908186204974038,False
emerald,7,50,14,700,0.3,0.0016,5.32,True,0.9285714285714286,0.9874639560909119,0.05889252751948326,0.0013,0.028,"our probe, 2026-08-20; e1 includes prep error",published,0.028146904895262836,0.959317051195649,0.030745622624220426,True,0.659692016805385,65.9692016805385,0.00034718193507300715,True
emerald,7,60,14,840,0.3,0.0016,5.5440000000000005,True,0.9285714285714286,0.9874639560909119,0.05889252751948326,0.0013,0.028,"our probe, 2026-08-20; e1 includes prep error",published,0.028146904895262836,0.959317051195649,0.030745622624220426,True,0.7785580843319623,77.85580843319623,0.0001202378144012382,True
emerald,7,70,14,980,0.3,0.0016,5.768,True,0.9285714285714286,0.9874639560909119,0.05889252751948326,0.0013,0.028,"our probe, 2026-08-20; e1 includes prep error",published,0.028146904895262836,0.959317051195649,0.030745622624220426,True,0.8576112076048226,85.76112076048226,4.19348873882307e-05,True
emerald,7,80,14,1120,0.3,0.0016,5.992,True,0.9285714285714286,0.9874639560909119,0.05889252751948326,0.0013,0.028,"our probe, 2026-08-20; e1 includes prep error",published,0.028146904895262836,0.959317051195649,0.030745622624220426,True,0.909023021714383,90.9023021714383,1.4709650825138402e-05,True
emerald,7,90,14,1260,0.3,0.0016,6.216,True,0.9285714285714286,0.9874639560909119,0.05889252751948326,0.0013,0.028,"our probe, 2026-08-20; e1 includes prep error",published,0.028146904895262836,0.959317051195649,0.030745622624220426,True,0.9559774012710077,95.59774012710078,2.832129461295793e-06,True
emerald,7,100,14,1400,0.3,0.0016,6.4399999999999995,True,0.9285714285714286,0.9874639560909119,0.05889252751948326,0.0013,0.028,"our probe, 2026-08-20; e1 includes prep error",published,0.028146904895262836,0.959317051195649,0.030745622624220426,True,0.9722427146978847,97.22427146978848,1.0082987324206929e-06,True
emerald,7,110,14,1540,0.3,0.0016,6.664,True,0.9285714285714286,0.9874639560909119,0.05889252751948326,0.0013,0.028,"our probe, 2026-08-20; e1 includes prep error",published,0.028146904895262836,0.959317051195649,0.030745622624220426,True,0.9870361501563889,98.70361501563889,3.597914888744743e-07,True
